,Log_Negativity,Coherent_Information,Entangling_Capability,Effective_Dimension,Expressibility,Performance
416,-9.48E-09,-3.21E-17,1.190941965,,14.75737932,0
417,3.97E-08,3.73E-17,1.202605091,,15.38468472,0
418,-9.48E-09,-9.54E-17,1.200604588,3.241004151,14.8701921,0
419,-9.17E-08,0,1.214812515,,120.7013597,0
420,-9.17E-08,1.21E-17,1.18691432,,64.38578145,0
421,3.97E-08,3.47E-17,1.197182418,,13.80708009,0
422,-9.17E-08,5.20E-18,1.196263898,3.231982515,112.6120436,0
423,-3.70E-07,5.55E-18,1.208036186,,120.8329607,0
424,-3.70E-07,-1.21E-17,1.177417351,,63.58486075,0
425,3.97E-08,1.04E-17,1.192443559,,14.61739939,0
426,-3.70E-07,1.56E-17,1.200612725,3.248115642,81.45500051,0
427,-3.34E-07,-2.22E-17,1.190741141,,184.9114748,0
